216217;106846;4659;128;128;134
216217;106846;4660;128;128;134
216217;106847;4659;128;128;134
216217;106847;4660;128;128;134
216218;106846;4659;128;128;134
216218;106846;4660;128;128;134
216218;106847;4659;128;128;134
216218;106847;4660;128;128;134
216215;106889;4651;158;153;144
216215;106889;4652;158;153;144
216215;106890;4651;158;153;144
216215;106890;4652;158;153;144
216216;106889;4651;158;153;144
216216;106889;4652;158;153;144
216216;106890;4651;158;153;144
216216;106890;4652;158;153;144
216210;106867;4636;124;122;114
216210;106867;4637;124;122;114
216210;106868;4636;124;122;114
216210;106868;4637;124;122;114
216211;106867;4636;124;122;114
216211;106867;4637;124;122;114
216211;106868;4636;124;122;114
216211;106868;4637;124;122;114
216216;106847;4631;128;128;129
216216;106847;4632;128;128;129
216216;106848;4631;128;128;129
216216;106848;4632;128;128;129
216217;106847;4631;128;128;129
216217;106847;4632;128;128;129
216217;106848;4631;128;128;129
216217;106848;4632;128;128;129
216230;106830;4636;115;113;112
216230;106830;4637;115;113;112
216230;106831;4636;115;113;112
216230;106831;4637;115;113;112
216231;106830;4636;115;113;112
216231;106830;4637;115;113;112
216231;106831;4636;115;113;112
216231;106831;4637;115;113;112
216245;106813;4640;120;118;116
216245;106813;4641;120;118;116
216245;106814;4640;120;118;116
216245;106814;4641;120;118;116
216246;106813;4640;120;118;116
216246;106813;4641;120;118;116
216246;106814;4640;120;118;116
216246;106814;4641;120;118;116
216260;106795;4645;130;128;130
216260;106795;4646;130;128;130
216260;106796;4645;130;128;130
216260;106796;4646;130;128;130
216261;106795;4645;130;128;130
216261;106795;4646;130;128;130
216261;106796;4645;130;128;130
216261;106796;4646;130;128;130
216274;106777;4650;135;132;137
216274;106777;4651;135;132;137
216274;106778;4650;135;132;137
216274;106778;4651;135;132;137
216275;106777;4650;135;132;137
216275;106777;4651;135;132;137
216275;106778;4650;135;132;137
216275;106778;4651;135;132;137
216289;106760;4654;132;134;137
216289;106760;4655;132;134;137
216289;106761;4654;132;134;137
216289;106761;4655;132;134;137
216290;106760;4654;132;134;137
216290;106760;4655;132;134;137
216290;106761;4654;132;134;137
216290;106761;4655;132;134;137
216304;106742;4659;156;153;154
216304;106742;4660;156;153;154
216304;106743;4659;156;153;154
216304;106743;4660;156;153;154
216305;106742;4659;156;153;154
216305;106742;4660;156;153;154
216305;106743;4659;156;153;154
216305;106743;4660;156;153;154
216225;106936;4657;115;111;111
216225;106936;4658;115;111;111
216225;106937;4657;115;111;111
216225;106937;4658;115;111;111
216226;106936;4657;115;111;111
216226;106936;4658;115;111;111
216226;106937;4657;115;111;111
216226;106937;4658;115;111;111
216220;106914;4641;155;153;142
216220;106914;4642;155;153;142
216220;106915;4641;155;153;142
216220;106915;4642;155;153;142
216221;106914;4641;155;153;142
216221;106914;4642;155;153;142
216221;106915;4641;155;153;142
216221;106915;4642;155;153;142
216215;106891;4626;153;144;129
216215;106891;4627;153;144;129
216215;106892;4626;153;144;129
216215;106892;4627;153;144;129
216216;106891;4626;153;144;129
216216;106891;4627;153;144;129
216216;106892;4626;153;144;129
216216;106892;4627;153;144;129
216210;106869;4610;119;113;107
216210;106869;4611;119;113;107
216210;106870;4610;119;113;107
216210;106870;4611;119;113;107
216211;106869;4610;119;113;107
216211;106869;4611;119;113;107
216211;106870;4610;119;113;107
216211;106870;4611;119;113;107
216214;106849;4604;122;124;118
216214;106849;4605;122;124;118
216214;106850;4604;122;124;118
216214;106850;4605;122;124;118
216215;106849;4604;122;124;118
216215;106849;4605;122;124;118
216215;106850;4604;122;124;118
216215;106850;4605;122;124;118
216229;106832;4609;133;133;125
216229;106832;4610;133;133;125
216229;106833;4609;133;133;125
216229;106833;4610;133;133;125
216230;106832;4609;133;133;125
216230;106832;4610;133;133;125
216230;106833;4609;133;133;125
216230;106833;4610;133;133;125
216244;106814;4613;130;128;119
216244;106814;4614;130;128;119
216244;106815;4613;130;128;119
216244;106815;4614;130;128;119
216245;106814;4613;130;128;119
216245;106814;4614;130;128;119
216245;106815;4613;130;128;119
216245;106815;4614;130;128;119
216258;106797;4617;132;128;119
216258;106797;4618;132;128;119
216258;106798;4617;132;128;119
216258;106798;4618;132;128;119
216259;106797;4617;132;128;119
216259;106797;4618;132;128;119
216259;106798;4617;132;128;119
216259;106798;4618;132;128;119
216273;106779;4622;146;140;134
216273;106779;4623;146;140;134
216273;106780;4622;146;140;134
216273;106780;4623;146;140;134
216274;106779;4622;146;140;134
216274;106779;4623;146;140;134
216274;106780;4622;146;140;134
216274;106780;4623;146;140;134
216288;106762;4626;147;148;142
216288;106762;4627;147;148;142
216288;106763;4626;147;148;142
216288;106763;4627;147;148;142
216289;106762;4626;147;148;142
216289;106762;4627;147;148;142
216289;106763;4626;147;148;142
216289;106763;4627;147;148;142
216302;106744;4631;144;140;138
216302;106744;4632;144;140;138
216302;106745;4631;144;140;138
216302;106745;4632;144;140;138
216303;106744;4631;144;140;138
216303;106744;4632;144;140;138
216303;106745;4631;144;140;138
216303;106745;4632;144;140;138
216317;106726;4636;135;131;130
216317;106726;4637;135;131;130
216317;106727;4636;135;131;130
216317;106727;4637;135;131;130
216318;106726;4636;135;131;130
216318;106726;4637;135;131;130
216318;106727;4636;135;131;130
216318;106727;4637;135;131;130
216332;106708;4640;137;134;128
216332;106708;4641;137;134;128
216332;106709;4640;137;134;128
216332;106709;4641;137;134;128
216333;106708;4640;137;134;128
216333;106708;4641;137;134;128
216333;106709;4640;137;134;128
216333;106709;4641;137;134;128
216347;106691;4645;140;137;135
216347;106691;4646;140;137;135
216347;106692;4645;140;137;135
216347;106692;4646;140;137;135
216348;106691;4645;140;137;135
216348;106691;4646;140;137;135
216348;106692;4645;140;137;135
216348;106692;4646;140;137;135
216362;106673;4649;148;145;145
216362;106673;4650;148;145;145
216362;106674;4649;148;145;145
216362;106674;4650;148;145;145
216363;106673;4649;148;145;145
216363;106673;4650;148;145;145
216363;106674;4649;148;145;145
